year,id,age,sex,country,trick_treating
2015,2015_04611,38,Unspecified,NA,No
2015,2015_04612,33,Unspecified,NA,No
2015,2015_04613,42,Unspecified,NA,No
2015,2015_04614,40,Unspecified,NA,No
2015,2015_04615,45,Unspecified,NA,No
2015,2015_04616,NA,Unspecified,NA,No
2015,2015_04617,27,Unspecified,NA,No
2015,2015_04618,23,Unspecified,NA,No
2015,2015_04619,25,Unspecified,NA,No
2015,2015_04620,38,Unspecified,NA,No
2015,2015_04621,35,Unspecified,NA,No
2015,2015_04622,36,Unspecified,NA,No
2015,2015_04623,36,Unspecified,NA,No
2015,2015_04624,32,Unspecified,NA,No
2015,2015_04625,NA,Unspecified,NA,Yes
2015,2015_04626,21,Unspecified,NA,Yes
2015,2015_04627,28,Unspecified,NA,No
2015,2015_04628,24,Unspecified,NA,No
2015,2015_04629,37,Unspecified,NA,No
2015,2015_04630,29,Unspecified,NA,No
2015,2015_04631,44,Unspecified,NA,Yes
2015,2015_04632,33,Unspecified,NA,No
2015,2015_04633,45,Unspecified,NA,No
2015,2015_04634,13,Unspecified,NA,Yes
2015,2015_04635,43,Unspecified,NA,No
2015,2015_04636,42,Unspecified,NA,No
2015,2015_04637,35,Unspecified,NA,No
2015,2015_04638,45,Unspecified,NA,No
2015,2015_04639,44,Unspecified,NA,No
2015,2015_04640,29,Unspecified,NA,No
2015,2015_04641,26,Unspecified,NA,No
2015,2015_04642,NA,Unspecified,NA,No
2015,2015_04643,34,Unspecified,NA,No
2015,2015_04644,27,Unspecified,NA,No
2015,2015_04645,27,Unspecified,NA,No
2015,2015_04646,32,Unspecified,NA,No
2015,2015_04647,19,Unspecified,NA,No
2015,2015_04648,27,Unspecified,NA,No
2015,2015_04649,43,Unspecified,NA,Yes
2015,2015_04650,31,Unspecified,NA,No
2015,2015_04651,65,Unspecified,NA,No
2015,2015_04652,31,Unspecified,NA,No
2015,2015_04653,37,Unspecified,NA,No
2015,2015_04654,33,Unspecified,NA,No
2015,2015_04655,58,Unspecified,NA,No
2015,2015_04656,30,Unspecified,NA,No
2015,2015_04657,33,Unspecified,NA,No
2015,2015_04658,35,Unspecified,NA,No
2015,2015_04659,27,Unspecified,NA,No
2015,2015_04660,30,Unspecified,NA,Yes
2015,2015_04661,28,Unspecified,NA,No
2015,2015_04662,36,Unspecified,NA,No
2015,2015_04663,35,Unspecified,NA,No
2015,2015_04664,20,Unspecified,NA,No
2015,2015_04665,34,Unspecified,NA,No
2015,2015_04666,26,Unspecified,NA,No
2015,2015_04667,35,Unspecified,NA,No
2015,2015_04668,49,Unspecified,NA,No
2015,2015_04669,28,Unspecified,NA,No
2015,2015_04670,28,Unspecified,NA,No
2015,2015_04671,24,Unspecified,NA,No
2015,2015_04672,34,Unspecified,NA,No
2015,2015_04673,43,Unspecified,NA,No
2015,2015_04674,34,Unspecified,NA,No
2015,2015_04675,31,Unspecified,NA,No
2015,2015_04676,NA,Unspecified,NA,Yes
2015,2015_04677,28,Unspecified,NA,No
2015,2015_04678,35,Unspecified,NA,No
2015,2015_04679,32,Unspecified,NA,No
2015,2015_04680,38,Unspecified,NA,No
2015,2015_04681,43,Unspecified,NA,No
2015,2015_04682,52,Unspecified,NA,No
2015,2015_04683,29,Unspecified,NA,No
2015,2015_04684,28,Unspecified,NA,No
2015,2015_04685,66,Unspecified,NA,No
2015,2015_04686,31,Unspecified,NA,No
2015,2015_04687,31,Unspecified,NA,No
2015,2015_04688,32,Unspecified,NA,No
2015,2015_04689,37,Unspecified,NA,No
2015,2015_04690,40,Unspecified,NA,No
2015,2015_04691,50,Unspecified,NA,No
2015,2015_04692,26,Unspecified,NA,No
2015,2015_04693,32,Unspecified,NA,No
2015,2015_04694,21,Unspecified,NA,No
2015,2015_04695,36,Unspecified,NA,No
2015,2015_04696,27,Unspecified,NA,No
2015,2015_04697,32,Unspecified,NA,No
2015,2015_04698,28,Unspecified,NA,No
2015,2015_04699,54,Unspecified,NA,No
2015,2015_04700,31,Unspecified,NA,No
2015,2015_04701,NA,Unspecified,NA,No
2015,2015_04702,28,Unspecified,NA,No
2015,2015_04703,43,Unspecified,NA,No
2015,2015_04704,29,Unspecified,NA,Yes
2015,2015_04705,32,Unspecified,NA,No
2015,2015_04706,37,Unspecified,NA,No
2015,2015_04707,53,Unspecified,NA,No
2015,2015_04708,26,Unspecified,NA,No
2015,2015_04709,40,Unspecified,NA,Yes
2015,2015_04710,27,Unspecified,NA,No
2015,2015_04711,26,Unspecified,NA,No
2015,2015_04712,30,Unspecified,NA,No
2015,2015_04713,29,Unspecified,NA,No
2015,2015_04714,45,Unspecified,NA,No
2015,2015_04715,37,Unspecified,NA,No
2015,2015_04716,30,Unspecified,NA,No
2015,2015_04717,27,Unspecified,NA,No
2015,2015_04718,43,Unspecified,NA,No
2015,2015_04719,44,Unspecified,NA,No
2015,2015_04720,32,Unspecified,NA,No
2015,2015_04721,NA,Unspecified,NA,No
2015,2015_04722,38,Unspecified,NA,No
2015,2015_04723,50,Unspecified,NA,No
2015,2015_04724,34,Unspecified,NA,No
2015,2015_04725,32,Unspecified,NA,No
2015,2015_04726,38,Unspecified,NA,No
2015,2015_04727,35,Unspecified,NA,No
2015,2015_04728,25,Unspecified,NA,No
2015,2015_04729,34,Unspecified,NA,No
2015,2015_04730,56,Unspecified,NA,No
2015,2015_04731,27,Unspecified,NA,No
2015,2015_04732,24,Unspecified,NA,Yes
2015,2015_04733,40,Unspecified,NA,No
2015,2015_04734,39,Unspecified,NA,No
2015,2015_04735,33,Unspecified,NA,No
2015,2015_04736,27,Unspecified,NA,No
2015,2015_04737,31,Unspecified,NA,No
2015,2015_04738,31,Unspecified,NA,No
2015,2015_04739,45,Unspecified,NA,No
2015,2015_04740,18,Unspecified,NA,Yes
2015,2015_04741,41,Unspecified,NA,No
2015,2015_04742,40,Unspecified,NA,No
2015,2015_04743,32,Unspecified,NA,No
2015,2015_04744,27,Unspecified,NA,No
2015,2015_04745,29,Unspecified,NA,No
2015,2015_04746,45,Unspecified,NA,No
2015,2015_04747,40,Unspecified,NA,No
2015,2015_04748,22,Unspecified,NA,No
2015,2015_04749,34,Unspecified,NA,No
2015,2015_04750,28,Unspecified,NA,No
2015,2015_04751,29,Unspecified,NA,No
2015,2015_04752,35,Unspecified,NA,No
2015,2015_04753,25,Unspecified,NA,No
2015,2015_04754,38,Unspecified,NA,No
2015,2015_04755,39,Unspecified,NA,Yes
2015,2015_04756,44,Unspecified,NA,No
2015,2015_04757,57,Unspecified,NA,No
2015,2015_04758,28,Unspecified,NA,No
2015,2015_04759,26,Unspecified,NA,No
2015,2015_04760,26,Unspecified,NA,No
2015,2015_04761,35,Unspecified,NA,No
2015,2015_04762,NA,Unspecified,NA,No
2015,2015_04763,21,Unspecified,NA,No
2015,2015_04764,53,Unspecified,NA,No
2015,2015_04765,40,Unspecified,NA,No
2015,2015_04766,34,Unspecified,NA,No
2015,2015_04767,38,Unspecified,NA,No
2015,2015_04768,40,Unspecified,NA,No
2015,2015_04769,28,Unspecified,NA,No
2015,2015_04770,26,Unspecified,NA,No
2015,2015_04771,43,Unspecified,NA,No
2015,2015_04772,28,Unspecified,NA,No
2015,2015_04773,26,Unspecified,NA,No
2015,2015_04774,28,Unspecified,NA,No
2015,2015_04775,23,Unspecified,NA,No
2015,2015_04776,29,Unspecified,NA,No
2015,2015_04777,29,Unspecified,NA,No
2015,2015_04778,38,Unspecified,NA,No
2015,2015_04779,61,Unspecified,NA,No
2015,2015_04780,40,Unspecified,NA,No
2015,2015_04781,21,Unspecified,NA,No
2015,2015_04782,26,Unspecified,NA,No
2015,2015_04783,30,Unspecified,NA,No
2015,2015_04784,28,Unspecified,NA,No
2015,2015_04785,30,Unspecified,NA,No
2015,2015_04786,35,Unspecified,NA,No
2015,2015_04787,35,Unspecified,NA,No
2015,2015_04788,35,Unspecified,NA,No
2015,2015_04789,28,Unspecified,NA,No
2015,2015_04790,41,Unspecified,NA,No
2015,2015_04791,27,Unspecified,NA,No
2015,2015_04792,28,Unspecified,NA,No
2015,2015_04793,35,Unspecified,NA,No
2015,2015_04794,28,Unspecified,NA,No
2015,2015_04795,51,Unspecified,NA,No
2015,2015_04796,35,Unspecified,NA,No
2015,2015_04797,34,Unspecified,NA,No
2015,2015_04798,NA,Unspecified,NA,Yes
2015,2015_04799,30,Unspecified,NA,No
2015,2015_04800,43,Unspecified,NA,No
2015,2015_04801,41,Unspecified,NA,No
2015,2015_04802,NA,Unspecified,NA,No
2015,2015_04803,31,Unspecified,NA,No
2015,2015_04804,26,Unspecified,NA,No
2015,2015_04805,41,Unspecified,NA,No
2015,2015_04806,37,Unspecified,NA,No
2015,2015_04807,50,Unspecified,NA,No
2015,2015_04808,33,Unspecified,NA,No
2015,2015_04809,51,Unspecified,NA,No
2015,2015_04810,28,Unspecified,NA,Yes
2015,2015_04811,41,Unspecified,NA,No
2015,2015_04812,28,Unspecified,NA,No
2015,2015_04813,48,Unspecified,NA,No
2015,2015_04814,36,Unspecified,NA,No
2015,2015_04815,31,Unspecified,NA,No
2015,2015_04816,36,Unspecified,NA,No
2015,2015_04817,61,Unspecified,NA,No
2015,2015_04818,46,Unspecified,NA,No
2015,2015_04819,28,Unspecified,NA,No
2015,2015_04820,26,Unspecified,NA,No
2015,2015_04821,40,Unspecified,NA,No
2015,2015_04822,34,Unspecified,NA,Yes
2015,2015_04823,65,Unspecified,NA,No
2015,2015_04824,21,Unspecified,NA,No
2015,2015_04825,43,Unspecified,NA,No
2015,2015_04826,36,Unspecified,NA,No
2015,2015_04827,37,Unspecified,NA,No
2015,2015_04828,37,Unspecified,NA,No
2015,2015_04829,24,Unspecified,NA,No
2015,2015_04830,NA,Unspecified,NA,No
2015,2015_04831,31,Unspecified,NA,No
2015,2015_04832,36,Unspecified,NA,No
2015,2015_04833,31,Unspecified,NA,No
2015,2015_04834,27,Unspecified,NA,No
2015,2015_04835,27,Unspecified,NA,No
2015,2015_04836,45,Unspecified,NA,No
2015,2015_04837,37,Unspecified,NA,No
2015,2015_04838,44,Unspecified,NA,No
2015,2015_04839,30,Unspecified,NA,No
2015,2015_04840,38,Unspecified,NA,Yes
2015,2015_04841,32,Unspecified,NA,Yes
2015,2015_04842,29,Unspecified,NA,No
2015,2015_04843,35,Unspecified,NA,Yes
2015,2015_04844,36,Unspecified,NA,No
2015,2015_04845,51,Unspecified,NA,No
2015,2015_04846,35,Unspecified,NA,No
2015,2015_04847,41,Unspecified,NA,Yes
2015,2015_04848,58,Unspecified,NA,No
2015,2015_04849,40,Unspecified,NA,No
2015,2015_04850,43,Unspecified,NA,No
2015,2015_04851,32,Unspecified,NA,No
2015,2015_04852,25,Unspecified,NA,No
2015,2015_04853,35,Unspecified,NA,Yes
2015,2015_04854,30,Unspecified,NA,No
2015,2015_04855,33,Unspecified,NA,No
2015,2015_04856,32,Unspecified,NA,No
2015,2015_04857,32,Unspecified,NA,No
2015,2015_04858,46,Unspecified,NA,No
2015,2015_04859,23,Unspecified,NA,No
2015,2015_04860,38,Unspecified,NA,No
2015,2015_04861,33,Unspecified,NA,No
2015,2015_04862,24,Unspecified,NA,No
2015,2015_04863,48,Unspecified,NA,Yes
2015,2015_04864,46,Unspecified,NA,No
2015,2015_04865,8,Unspecified,NA,Yes
2015,2015_04866,44,Unspecified,NA,No
2015,2015_04867,45,Unspecified,NA,No
2015,2015_04868,29,Unspecified,NA,No
2015,2015_04869,47,Unspecified,NA,No
2015,2015_04870,30,Unspecified,NA,No
2015,2015_04871,20,Unspecified,NA,No
2015,2015_04872,21,Unspecified,NA,Yes
2015,2015_04873,42,Unspecified,NA,No
2015,2015_04874,30,Unspecified,NA,No
2015,2015_04875,20,Unspecified,NA,Yes
2015,2015_04876,29,Unspecified,NA,No
2015,2015_04877,21,Unspecified,NA,No
2015,2015_04878,31,Unspecified,NA,No
2015,2015_04879,33,Unspecified,NA,No
2015,2015_04880,43,Unspecified,NA,No
2015,2015_04881,47,Unspecified,NA,No
2015,2015_04882,22,Unspecified,NA,No
2015,2015_04883,31,Unspecified,NA,No
2015,2015_04884,47,Unspecified,NA,No
2015,2015_04885,NA,Unspecified,NA,No
2015,2015_04886,32,Unspecified,NA,No
2015,2015_04887,54,Unspecified,NA,No
2015,2015_04888,38,Unspecified,NA,No
2015,2015_04889,57,Unspecified,NA,No
2015,2015_04890,32,Unspecified,NA,No
2015,2015_04891,34,Unspecified,NA,No
2015,2015_04892,27,Unspecified,NA,No
2015,2015_04893,38,Unspecified,NA,No
2015,2015_04894,35,Unspecified,NA,No
2015,2015_04895,36,Unspecified,NA,No
2015,2015_04896,33,Unspecified,NA,No
2015,2015_04897,33,Unspecified,NA,No
2015,2015_04898,53,Unspecified,NA,No
2015,2015_04899,36,Unspecified,NA,Yes
2015,2015_04900,24,Unspecified,NA,No
2015,2015_04901,36,Unspecified,NA,No
2015,2015_04902,37,Unspecified,NA,No
2015,2015_04903,27,Unspecified,NA,No
2015,2015_04904,49,Unspecified,NA,No
2015,2015_04905,NA,Unspecified,NA,No
2015,2015_04906,33,Unspecified,NA,No
2015,2015_04907,31,Unspecified,NA,No
2015,2015_04908,35,Unspecified,NA,No
2015,2015_04909,32,Unspecified,NA,No
2015,2015_04910,44,Unspecified,NA,No
2015,2015_04911,13,Unspecified,NA,Yes
2015,2015_04912,36,Unspecified,NA,No
2015,2015_04913,32,Unspecified,NA,No
2015,2015_04914,30,Unspecified,NA,No
2015,2015_04915,34,Unspecified,NA,No
2015,2015_04916,51,Unspecified,NA,No
2015,2015_04917,48,Unspecified,NA,No
2015,2015_04918,60,Unspecified,NA,Yes
2015,2015_04919,42,Unspecified,NA,No
2015,2015_04920,36,Unspecified,NA,No
2015,2015_04921,42,Unspecified,NA,Yes
2015,2015_04922,22,Unspecified,NA,No
2015,2015_04923,33,Unspecified,NA,No
2015,2015_04924,NA,Unspecified,NA,No
2015,2015_04925,46,Unspecified,NA,No
2015,2015_04926,33,Unspecified,NA,No
2015,2015_04927,27,Unspecified,NA,No
2015,2015_04928,30,Unspecified,NA,No
2015,2015_04929,30,Unspecified,NA,Yes
2015,2015_04930,35,Unspecified,NA,No
2015,2015_04931,38,Unspecified,NA,No
2015,2015_04932,26,Unspecified,NA,No
2015,2015_04933,31,Unspecified,NA,Yes
2015,2015_04934,NA,Unspecified,NA,No
2015,2015_04935,25,Unspecified,NA,No
2015,2015_04936,31,Unspecified,NA,No
2015,2015_04937,39,Unspecified,NA,Yes
2015,2015_04938,31,Unspecified,NA,No
2015,2015_04939,37,Unspecified,NA,No
2015,2015_04940,51,Unspecified,NA,No
2015,2015_04941,45,Unspecified,NA,No
2015,2015_04942,25,Unspecified,NA,No
2015,2015_04943,35,Unspecified,NA,No
2015,2015_04944,48,Unspecified,NA,No
2015,2015_04945,37,Unspecified,NA,No
2015,2015_04946,34,Unspecified,NA,No
2015,2015_04947,26,Unspecified,NA,No
2015,2015_04948,29,Unspecified,NA,No
2015,2015_04949,33,Unspecified,NA,No
2015,2015_04950,34,Unspecified,NA,No
2015,2015_04951,NA,Unspecified,NA,No
2015,2015_04952,63,Unspecified,NA,No
2015,2015_04953,31,Unspecified,NA,No
2015,2015_04954,59,Unspecified,NA,No
2015,2015_04955,39,Unspecified,NA,No
2015,2015_04956,31,Unspecified,NA,No
2015,2015_04957,37,Unspecified,NA,No
2015,2015_04958,46,Unspecified,NA,No
2015,2015_04959,30,Unspecified,NA,No
2015,2015_04960,34,Unspecified,NA,No
2015,2015_04961,29,Unspecified,NA,No
2015,2015_04962,50,Unspecified,NA,No
2015,2015_04963,41,Unspecified,NA,No
2015,2015_04964,50,Unspecified,NA,No
2015,2015_04965,26,Unspecified,NA,No
2015,2015_04966,22,Unspecified,NA,No
2015,2015_04967,32,Unspecified,NA,No
2015,2015_04968,47,Unspecified,NA,No
2015,2015_04969,23,Unspecified,NA,No
2015,2015_04970,40,Unspecified,NA,No
2015,2015_04971,30,Unspecified,NA,No
2015,2015_04972,NA,Unspecified,NA,No
2015,2015_04973,37,Unspecified,NA,No
2015,2015_04974,27,Unspecified,NA,Yes
2015,2015_04975,25,Unspecified,NA,No
2015,2015_04976,24,Unspecified,NA,No
2015,2015_04977,35,Unspecified,NA,No
2015,2015_04978,35,Unspecified,NA,No
2015,2015_04979,29,Unspecified,NA,No
2015,2015_04980,35,Unspecified,NA,No
2015,2015_04981,32,Unspecified,NA,No
2015,2015_04982,32,Unspecified,NA,No
2015,2015_04983,28,Unspecified,NA,No
2015,2015_04984,39,Unspecified,NA,No
2015,2015_04985,23,Unspecified,NA,Yes
2015,2015_04986,40,Unspecified,NA,No
2015,2015_04987,34,Unspecified,NA,No
2015,2015_04988,45,Unspecified,NA,No
2015,2015_04989,28,Unspecified,NA,No
2015,2015_04990,34,Unspecified,NA,Yes
2015,2015_04991,37,Unspecified,NA,No
2015,2015_04992,35,Unspecified,NA,Yes
2015,2015_04993,31,Unspecified,NA,No
2015,2015_04994,45,Unspecified,NA,No
2015,2015_04995,27,Unspecified,NA,No
2015,2015_04996,45,Unspecified,NA,No
2015,2015_04997,40,Unspecified,NA,No
2015,2015_04998,26,Unspecified,NA,No
2015,2015_04999,34,Unspecified,NA,No
2015,2015_05000,59,Unspecified,NA,No
2015,2015_05001,25,Unspecified,NA,No
2015,2015_05002,32,Unspecified,NA,No
2015,2015_05003,34,Unspecified,NA,No
2015,2015_05004,28,Unspecified,NA,No
2015,2015_05005,35,Unspecified,NA,No
2015,2015_05006,30,Unspecified,NA,No
2015,2015_05007,41,Unspecified,NA,No
2015,2015_05008,28,Unspecified,NA,No
2015,2015_05009,29,Unspecified,NA,No
2015,2015_05010,58,Unspecified,NA,No
2015,2015_05011,28,Unspecified,NA,No
2015,2015_05012,23,Unspecified,NA,No
2015,2015_05013,NA,Unspecified,NA,No
2015,2015_05014,21,Unspecified,NA,No
2015,2015_05015,32,Unspecified,NA,No
2015,2015_05016,33,Unspecified,NA,No
2015,2015_05017,30,Unspecified,NA,No
2015,2015_05018,30,Unspecified,NA,No
2015,2015_05019,36,Unspecified,NA,No
2015,2015_05020,33,Unspecified,NA,No
2015,2015_05021,34,Unspecified,NA,No
2015,2015_05022,30,Unspecified,NA,No
2015,2015_05023,42,Unspecified,NA,No
2015,2015_05024,25,Unspecified,NA,No
2015,2015_05025,33,Unspecified,NA,Yes
2015,2015_05026,32,Unspecified,NA,No
2015,2015_05027,49,Unspecified,NA,No
2015,2015_05028,39,Unspecified,NA,No
2015,2015_05029,44,Unspecified,NA,No
2015,2015_05030,35,Unspecified,NA,No
2015,2015_05031,17,Unspecified,NA,Yes
2015,2015_05032,30,Unspecified,NA,No
2015,2015_05033,36,Unspecified,NA,No
2015,2015_05034,35,Unspecified,NA,No
2015,2015_05035,42,Unspecified,NA,No
2015,2015_05036,42,Unspecified,NA,No
2015,2015_05037,29,Unspecified,NA,No
2015,2015_05038,22,Unspecified,NA,No
2015,2015_05039,27,Unspecified,NA,No
2015,2015_05040,29,Unspecified,NA,No
2015,2015_05041,42,Unspecified,NA,No
2015,2015_05042,38,Unspecified,NA,No
2015,2015_05043,46,Unspecified,NA,No
2015,2015_05044,28,Unspecified,NA,No
2015,2015_05045,28,Unspecified,NA,No
2015,2015_05046,50,Unspecified,NA,No
2015,2015_05047,26,Unspecified,NA,No
2015,2015_05048,41,Unspecified,NA,No
2015,2015_05049,35,Unspecified,NA,No
2015,2015_05050,34,Unspecified,NA,No
2015,2015_05051,52,Unspecified,NA,No
2015,2015_05052,36,Unspecified,NA,No
2015,2015_05053,44,Unspecified,NA,No
2015,2015_05054,45,Unspecified,NA,No
2015,2015_05055,25,Unspecified,NA,No
2015,2015_05056,NA,Unspecified,NA,No
2015,2015_05057,27,Unspecified,NA,No
2015,2015_05058,32,Unspecified,NA,No
2015,2015_05059,45,Unspecified,NA,Yes
2015,2015_05060,12,Unspecified,NA,Yes
2015,2015_05061,28,Unspecified,NA,No
2015,2015_05062,22,Unspecified,NA,No
2015,2015_05063,35,Unspecified,NA,Yes
2015,2015_05064,NA,Unspecified,NA,No
2015,2015_05065,23,Unspecified,NA,No
2015,2015_05066,28,Unspecified,NA,No
2015,2015_05067,NA,Unspecified,NA,No
2015,2015_05068,35,Unspecified,NA,No
2015,2015_05069,34,Unspecified,NA,No
2015,2015_05070,33,Unspecified,NA,No
2015,2015_05071,46,Unspecified,NA,No
2015,2015_05072,49,Unspecified,NA,No
2015,2015_05073,31,Unspecified,NA,No
2015,2015_05074,55,Unspecified,NA,No
2015,2015_05075,27,Unspecified,NA,No
2015,2015_05076,16,Unspecified,NA,No
2015,2015_05077,33,Unspecified,NA,No
2015,2015_05078,22,Unspecified,NA,No
2015,2015_05079,30,Unspecified,NA,No
2015,2015_05080,30,Unspecified,NA,No
2015,2015_05081,29,Unspecified,NA,No
2015,2015_05082,40,Unspecified,NA,No
2015,2015_05083,49,Unspecified,NA,No
2015,2015_05084,35,Unspecified,NA,No
2015,2015_05085,39,Unspecified,NA,No
2015,2015_05086,23,Unspecified,NA,No
2015,2015_05087,NA,Unspecified,NA,No
2015,2015_05088,30,Unspecified,NA,Yes
2015,2015_05089,33,Unspecified,NA,No
2015,2015_05090,32,Unspecified,NA,No
2015,2015_05091,46,Unspecified,NA,No
2015,2015_05092,32,Unspecified,NA,No
2015,2015_05093,26,Unspecified,NA,No
2015,2015_05094,31,Unspecified,NA,No
2015,2015_05095,47,Unspecified,NA,No
2015,2015_05096,20,Unspecified,NA,No
2015,2015_05097,58,Unspecified,NA,No
2015,2015_05098,NA,Unspecified,NA,No
2015,2015_05099,24,Unspecified,NA,No
2015,2015_05100,35,Unspecified,NA,No
2015,2015_05101,31,Unspecified,NA,No
2015,2015_05102,32,Unspecified,NA,No
2015,2015_05103,30,Unspecified,NA,No
2015,2015_05104,51,Unspecified,NA,No
2015,2015_05105,29,Unspecified,NA,No
2015,2015_05106,29,Unspecified,NA,No
2015,2015_05107,36,Unspecified,NA,No
2015,2015_05108,26,Unspecified,NA,No
2015,2015_05109,34,Unspecified,NA,No
2015,2015_05110,28,Unspecified,NA,No
2015,2015_05111,34,Unspecified,NA,No
2015,2015_05112,28,Unspecified,NA,No
2015,2015_05113,29,Unspecified,NA,No
2015,2015_05114,33,Unspecified,NA,No
2015,2015_05115,34,Unspecified,NA,No
2015,2015_05116,49,Unspecified,NA,Yes
2015,2015_05117,19,Unspecified,NA,No
2015,2015_05118,52,Unspecified,NA,No
2015,2015_05119,40,Unspecified,NA,No
2015,2015_05120,29,Unspecified,NA,No
2015,2015_05121,19,Unspecified,NA,No
2015,2015_05122,39,Unspecified,NA,No
2015,2015_05123,26,Unspecified,NA,No
2015,2015_05124,45,Unspecified,NA,No
2015,2015_05125,42,Unspecified,NA,No
2015,2015_05126,56,Unspecified,NA,No
2015,2015_05127,9,Unspecified,NA,Yes
2015,2015_05128,23,Unspecified,NA,No
2015,2015_05129,33,Unspecified,NA,No
2015,2015_05130,45,Unspecified,NA,No
2015,2015_05131,26,Unspecified,NA,No
2015,2015_05132,41,Unspecified,NA,No
2015,2015_05133,42,Unspecified,NA,Yes
2015,2015_05134,34,Unspecified,NA,No
2015,2015_05135,37,Unspecified,NA,No
2015,2015_05136,23,Unspecified,NA,No
2015,2015_05137,24,Unspecified,NA,No
2015,2015_05138,35,Unspecified,NA,Yes
2015,2015_05139,33,Unspecified,NA,No
2015,2015_05140,35,Unspecified,NA,No
2015,2015_05141,50,Unspecified,NA,No
2015,2015_05142,42,Unspecified,NA,No
2015,2015_05143,57,Unspecified,NA,Yes
2015,2015_05144,35,Unspecified,NA,No
2015,2015_05145,24,Unspecified,NA,No
2015,2015_05146,26,Unspecified,NA,No
2015,2015_05147,33,Unspecified,NA,No
2015,2015_05148,40,Unspecified,NA,No
2015,2015_05149,25,Unspecified,NA,No
2015,2015_05150,NA,Unspecified,NA,No
2015,2015_05151,42,Unspecified,NA,No
2015,2015_05152,NA,Unspecified,NA,No
2015,2015_05153,26,Unspecified,NA,No
2015,2015_05154,55,Unspecified,NA,No
2015,2015_05155,97,Unspecified,NA,No
2015,2015_05156,NA,Unspecified,NA,Yes
2015,2015_05157,67,Unspecified,NA,No
2015,2015_05158,NA,Unspecified,NA,No
2015,2015_05159,44,Unspecified,NA,No
2015,2015_05160,47,Unspecified,NA,No
2015,2015_05161,34,Unspecified,NA,No
2015,2015_05162,62,Unspecified,NA,No
2015,2015_05163,67,Unspecified,NA,No
2015,2015_05164,26,Unspecified,NA,No
2015,2015_05165,32,Unspecified,NA,No
2015,2015_05166,22,Unspecified,NA,No
2015,2015_05167,32,Unspecified,NA,No
2015,2015_05168,60,Unspecified,NA,No
2015,2015_05169,29,Unspecified,NA,No
2015,2015_05170,46,Unspecified,NA,No
2015,2015_05171,39,Unspecified,NA,No
2015,2015_05172,33,Unspecified,NA,No
2015,2015_05173,30,Unspecified,NA,Yes
2015,2015_05174,44,Unspecified,NA,No
2015,2015_05175,38,Unspecified,NA,No
2015,2015_05176,33,Unspecified,NA,No
2015,2015_05177,35,Unspecified,NA,No
2015,2015_05178,28,Unspecified,NA,No
2015,2015_05179,32,Unspecified,NA,No
2015,2015_05180,41,Unspecified,NA,No
2015,2015_05181,38,Unspecified,NA,No
2015,2015_05182,30,Unspecified,NA,No
2015,2015_05183,29,Unspecified,NA,No
2015,2015_05184,36,Unspecified,NA,Yes
2015,2015_05185,30,Unspecified,NA,No
2015,2015_05186,62,Unspecified,NA,No
2015,2015_05187,36,Unspecified,NA,No
2015,2015_05188,33,Unspecified,NA,No
2015,2015_05189,29,Unspecified,NA,No
2015,2015_05190,54,Unspecified,NA,No
2015,2015_05191,67,Unspecified,NA,No
2015,2015_05192,21,Unspecified,NA,No
2015,2015_05193,57,Unspecified,NA,No
2015,2015_05194,NA,Unspecified,NA,No
2015,2015_05195,28,Unspecified,NA,No
2015,2015_05196,36,Unspecified,NA,No
2015,2015_05197,32,Unspecified,NA,No
2015,2015_05198,27,Unspecified,NA,No
2015,2015_05199,26,Unspecified,NA,No
2015,2015_05200,38,Unspecified,NA,No
2015,2015_05201,32,Unspecified,NA,No
2015,2015_05202,42,Unspecified,NA,No
2015,2015_05203,46,Unspecified,NA,No
2015,2015_05204,38,Unspecified,NA,No
2015,2015_05205,34,Unspecified,NA,No
2015,2015_05206,31,Unspecified,NA,No
2015,2015_05207,30,Unspecified,NA,No
2015,2015_05208,27,Unspecified,NA,No
2015,2015_05209,38,Unspecified,NA,Yes
2015,2015_05210,39,Unspecified,NA,No
2015,2015_05211,65,Unspecified,NA,No
2015,2015_05212,30,Unspecified,NA,No
2015,2015_05213,33,Unspecified,NA,No
2015,2015_05214,37,Unspecified,NA,No
2015,2015_05215,31,Unspecified,NA,No
2015,2015_05216,33,Unspecified,NA,No
2015,2015_05217,26,Unspecified,NA,Yes
2015,2015_05218,38,Unspecified,NA,No
2015,2015_05219,14,Unspecified,NA,No
2015,2015_05220,39,Unspecified,NA,No
2015,2015_05221,29,Unspecified,NA,No
2015,2015_05222,25,Unspecified,NA,No
2015,2015_05223,35,Unspecified,NA,No
2015,2015_05224,27,Unspecified,NA,Yes
2015,2015_05225,72,Unspecified,NA,No
2015,2015_05226,19,Unspecified,NA,No
2015,2015_05227,32,Unspecified,NA,No
2015,2015_05228,31,Unspecified,NA,No
2015,2015_05229,NA,Unspecified,NA,No
2015,2015_05230,47,Unspecified,NA,No
2015,2015_05231,43,Unspecified,NA,No
2015,2015_05232,39,Unspecified,NA,No
2015,2015_05233,27,Unspecified,NA,No
2015,2015_05234,41,Unspecified,NA,No
2015,2015_05235,35,Unspecified,NA,No
2015,2015_05236,47,Unspecified,NA,No
2015,2015_05237,29,Unspecified,NA,No
2015,2015_05238,33,Unspecified,NA,No
2015,2015_05239,31,Unspecified,NA,No
